Num,?【省（直辖市）】,Num,? 【市、自治州、地区州】,Num,?【县、区、自治县】
17,陕西省,170,渭南市,1210,华阴市
17,陕西省,170,渭南市,1211,合阳县
17,陕西省,170,渭南市,1212,澄城县
17,陕西省,170,渭南市,1213,白水县
17,陕西省,170,渭南市,1214,潼关县
17,陕西省,170,渭南市,1215,临渭区
17,陕西省,171,汉中市,1216,洋县
17,陕西省,171,汉中市,1217,城固县
17,陕西省,171,汉中市,1218,西乡县
17,陕西省,171,汉中市,1219,勉县
17,陕西省,171,汉中市,1220,汉台区
17,陕西省,171,汉中市,1221,南郑县
17,陕西省,171,汉中市,1222,宁强县
17,陕西省,171,汉中市,1223,略阳县
17,陕西省,171,汉中市,1224,镇巴县
17,陕西省,171,汉中市,1225,佛坪县
17,陕西省,171,汉中市,1226,留坝县
17,陕西省,172,安康市,1227,旬阳县
17,陕西省,172,安康市,1228,平利县
17,陕西省,172,安康市,1229,汉阴县
17,陕西省,172,安康市,1230,紫阳县
17,陕西省,172,安康市,1231,石泉县
17,陕西省,172,安康市,1232,白河县
17,陕西省,172,安康市,1233,岚皋县
17,陕西省,172,安康市,1234,宁陕县
17,陕西省,172,安康市,1235,镇坪县
17,陕西省,172,安康市,1236,汉滨区
17,陕西省,173,榆林市,1237,绥德县
17,陕西省,173,榆林市,1238,神木县
17,陕西省,173,榆林市,1239,榆阳区
17,陕西省,173,榆林市,1240,米脂县
17,陕西省,173,榆林市,1241,府谷县
17,陕西省,173,榆林市,1242,靖边县
17,陕西省,173,榆林市,1243,佳县
17,陕西省,173,榆林市,1244,子洲县
17,陕西省,173,榆林市,1245,横山县
17,陕西省,173,榆林市,1246,定边县
17,陕西省,173,榆林市,1247,清涧县
17,陕西省,173,榆林市,1248,吴堡县
17,陕西省,174,延安市,1249,宝塔区
17,陕西省,174,延安市,1250,黄陵县
17,陕西省,174,延安市,1251,洛川县
17,陕西省,174,延安市,1252,子长县
17,陕西省,174,延安市,1253,宜川县
17,陕西省,174,延安市,1254,吴起县
17,陕西省,174,延安市,1255,黄龙县
17,陕西省,174,延安市,1256,延川县
17,陕西省,174,延安市,1257,安塞县
17,陕西省,174,延安市,1258,志丹县
17,陕西省,174,延安市,1259,延长县
17,陕西省,174,延安市,1260,富县
17,陕西省,174,延安市,1261,甘泉县
17,陕西省,175,铜川市,1262,耀州区
17,陕西省,175,铜川市,1263,王益区
17,陕西省,175,铜川市,1264,印台区
17,陕西省,175,铜川市,1265,宜君县
17,陕西省,176,商洛市,1266,商州区
17,陕西省,176,商洛市,1267,山阳县
17,陕西省,176,商洛市,1268,洛南县
17,陕西省,176,商洛市,1269,商南县
17,陕西省,176,商洛市,1270,丹凤县
17,陕西省,176,商洛市,1271,镇安县
17,陕西省,176,商洛市,1272,柞水县
18,山西省,177,太原市,1273,迎泽区
18,山西省,177,太原市,1274,小店区
18,山西省,177,太原市,1275,万柏林区
18,山西省,177,太原市,1276,杏花村镇
18,山西省,177,太原市,1277,晋源区
18,山西省,177,太原市,1278,清徐县
18,山西省,177,太原市,1279,古交市
18,山西省,177,太原市,1280,阳曲县
18,山西省,177,太原市,1281,娄烦县
18,山西省,177,太原市,1282,尖草坪区
18,山西省,178,长治市,1283,长治县
18,山西省,178,长治市,1284,潞城市
18,山西省,178,长治市,1285,长子县
18,山西省,178,长治市,1286,壶关县
18,山西省,178,长治市,1287,襄垣县
18,山西省,178,长治市,1288,屯留县
18,山西省,178,长治市,1289,武乡县
18,山西省,178,长治市,1290,平顺县
18,山西省,178,长治市,1291,沁源县
18,山西省,178,长治市,1292,黎城县
18,山西省,178,长治市,1293,沁县
18,山西省,178,长治市,1294,韩店镇
18,山西省,178,长治市,1295,郊区
18,山西省,178,长治市,1296,城区
18,山西省,179,大同市,1297,大同县
18,山西省,179,大同市,1298,浑源县
18,山西省,179,大同市,1299,左云县
18,山西省,179,大同市,1300,天镇县
18,山西省,179,大同市,1301,阳高县
18,山西省,179,大同市,1302,灵丘县
18,山西省,179,大同市,1303,广灵县
18,山西省,179,大同市,1304,城区
18,山西省,180,晋城市,1305,高平市
18,山西省,180,晋城市,1306,泽州县
18,山西省,180,晋城市,1307,阳城县
18,山西省,180,晋城市,1308,沁水县
18,山西省,180,晋城市,1309,陵川县
18,山西省,180,晋城市,1310,城区
18,山西省,181,运城市,1311,临猗县
18,山西省,181,运城市,1312,万荣县
18,山西省,181,运城市,1313,永济市
18,山西省,181,运城市,1314,平陆县
18,山西省,181,运城市,1315,河津市
18,山西省,181,运城市,1316,芮城县
18,山西省,181,运城市,1317,闻喜县
18,山西省,181,运城市,1318,垣曲县
18,山西省,181,运城市,1319,夏县
18,山西省,181,运城市,1320,绛县
18,山西省,181,运城市,1321,新绛县
18,山西省,181,运城市,1322,稷山县
18,山西省,181,运城市,1323,盐湖区
18,山西省,182,晋中市,1324,榆次区
18,山西省,182,晋中市,1325,平遥县
18,山西省,182,晋中市,1326,祁县
18,山西省,182,晋中市,1327,太谷县
18,山西省,182,晋中市,1328,寿阳县
18,山西省,182,晋中市,1329,介休市
18,山西省,182,晋中市,1330,昔阳县
18,山西省,182,晋中市,1331,灵石县
18,山西省,182,晋中市,1332,和顺县
18,山西省,182,晋中市,1333,左权县
18,山西省,182,晋中市,1334,榆社县
18,山西省,183,忻州市,1335,五台县
18,山西省,183,忻州市,1336,原平市
18,山西省,183,忻州市,1337,定襄县
18,山西省,183,忻州市,1338,岢岚县
18,山西省,183,忻州市,1339,五寨县
18,山西省,183,忻州市,1340,河曲县
18,山西省,183,忻州市,1341,代县
18,山西省,183,忻州市,1342,繁峙县
18,山西省,183,忻州市,1343,宁武县
18,山西省,183,忻州市,1344,保德县
18,山西省,183,忻州市,1345,偏关县
18,山西省,183,忻州市,1346,静乐县
18,山西省,183,忻州市,1347,神池县
18,山西省,184,临汾市,1348,尧都区
18,山西省,184,临汾市,1349,侯马市
18,山西省,184,临汾市,1350,洪洞县
18,山西省,184,临汾市,1351,襄汾县
18,山西省,184,临汾市,1352,霍州市
18,山西省,184,临汾市,1353,翼城县
18,山西省,184,临汾市,1354,乡宁县
18,山西省,184,临汾市,1355,曲沃县
18,山西省,184,临汾市,1356,古县
18,山西省,184,临汾市,1357,吉县
18,山西省,184,临汾市,1358,隰县
18,山西省,184,临汾市,1359,浮山县
18,山西省,184,临汾市,1360,汾西县
18,山西省,184,临汾市,1361,蒲县
18,山西省,184,临汾市,1362,安泽县
18,山西省,184,临汾市,1363,大宁县
18,山西省,184,临汾市,1364,永和县
18,山西省,185,阳泉市,1365,矿区
18,山西省,185,阳泉市,1366,平定县
18,山西省,185,阳泉市,1367,盂县
18,山西省,185,阳泉市,1368,城区
18,山西省,186,吕梁市,1369,孝义市
18,山西省,186,吕梁市,1370,离石区
18,山西省,186,吕梁市,1371,文水县
18,山西省,186,吕梁市,1372,临县
18,山西省,186,吕梁市,1373,汾阳市
18,山西省,186,吕梁市,1374,交城县
18,山西省,186,吕梁市,1375,柳林县
18,山西省,186,吕梁市,1376,兴县
18,山西省,186,吕梁市,1377,交口县
18,山西省,186,吕梁市,1378,岚县
18,山西省,186,吕梁市,1379,中阳县
18,山西省,186,吕梁市,1380,石楼县
18,山西省,186,吕梁市,1381,方山县
18,山西省,187,朔州市,1382,怀仁县
18,山西省,187,朔州市,1383,应县
18,山西省,187,朔州市,1384,山阴县
18,山西省,187,朔州市,1385,右玉县
18,山西省,187,朔州市,1386,朔城区
19,山东省,188,青岛市,1387,城阳区
19,山东省,188,青岛市,1388,胶南市
19,山东省,188,青岛市,1389,崂山区
19,山东省,188,青岛市,1390,市南区
19,山东省,188,青岛市,1391,四方区
19,山东省,188,青岛市,1392,即墨市
19,山东省,188,青岛市,1393,李沧区
19,山东省,188,青岛市,1394,胶州市
19,山东省,188,青岛市,1395,平度市
19,山东省,188,青岛市,1396,市北区
19,山东省,188,青岛市,1397,莱西市
19,山东省,188,青岛市,1398,水集街道
19,山东省,189,济南市,1399,历城区
19,山东省,189,济南市,1400,历下区
19,山东省,189,济南市,1401,槐荫区
19,山东省,189,济南市,1402,天桥区
19,山东省,189,济南市,1403,市中区
19,山东省,189,济南市,1404,长清区
19,山东省,189,济南市,1405,章丘县
19,山东省,189,济南市,1406,济阳县
19,山东省,189,济南市,1407,明水街道
19,山东省,189,济南市,1408,平阴县
19,山东省,189,济南市,1409,商河县
19,山东省,190,潍坊市,1410,青州市
19,山东省,190,潍坊市,1411,奎文区
19,山东省,190,潍坊市,1412,潍城区
19,山东省,190,潍坊市,1413,寿光县
19,山东省,190,潍坊市,1414,临朐县
19,山东省,190,潍坊市,1415,安丘市
19,山东省,190,潍坊市,1416,诸城市
19,山东省,190,潍坊市,1417,高密市
19,山东省,190,潍坊市,1418,昌邑市
19,山东省,190,潍坊市,1419,寒亭区
19,山东省,190,潍坊市,1420,昌乐县
19,山东省,191,淄博市,1421,张店区
19,山东省,191,淄博市,1422,淄川区
19,山东省,191,淄博市,1423,博山区
19,山东省,191,淄博市,1424,桓台县
19,山东省,191,淄博市,1425,周村区
19,山东省,191,淄博市,1426,沂源县
19,山东省,191,淄博市,1427,高青县
19,山东省,191,淄博市,1428,南麻镇
19,山东省,191,淄博市,1429,索镇
19,山东省,192,烟台市,1430,芝罘区
19,山东省,192,烟台市,1431,龙口市
19,山东省,192,烟台市,1432,莱阳市
19,山东省,192,烟台市,1433,莱州市
19,山东省,192,烟台市,1434,蓬莱市
19,山东省,192,烟台市,1435,海阳市
19,山东省,192,烟台市,1436,牟平区
19,山东省,192,烟台市,1437,招远市
19,山东省,192,烟台市,1438,栖霞市
19,山东省,192,烟台市,1439,福山区
19,山东省,192,烟台市,1440,长岛县
19,山东省,193,临沂市,1441,兰山区
19,山东省,193,临沂市,1442,沂水县
19,山东省,193,临沂市,1443,费县
19,山东省,193,临沂市,1444,河东区
19,山东省,193,临沂市,1445,莒南县
19,山东省,193,临沂市,1446,蒙阴县
19,山东省,193,临沂市,1447,苍山县
19,山东省,193,临沂市,1448,临沭县
19,山东省,193,临沂市,1449,平邑县
19,山东省,193,临沂市,1450,沂南县
19,山东省,193,临沂市,1451,郯城县
19,山东省,193,临沂市,1452,十字路镇
19,山东省,193,临沂市,1453,卞庄镇
19,山东省,193,临沂市,1454,界湖镇
19,山东省,194,泰安市,1455,泰山区
19,山东省,194,泰安市,1456,新泰市
19,山东省,194,泰安市,1457,肥城市
19,山东省,194,泰安市,1458,宁阳县
19,山东省,194,泰安市,1459,东平县
19,山东省,195,济宁市,1460,市中区
19,山东省,195,济宁市,1461,邹城市
19,山东省,195,济宁市,1462,嘉祥县
19,山东省,195,济宁市,1463,曲阜市
19,山东省,195,济宁市,1464,兖州市
19,山东省,195,济宁市,1465,金乡县
19,山东省,195,济宁市,1466,梁山县
19,山东省,195,济宁市,1467,任城区
19,山东省,195,济宁市,1468,微山县
19,山东省,195,济宁市,1469,汶上县
19,山东省,195,济宁市,1470,泗水县
19,山东省,195,济宁市,1471,鱼台县
19,山东省,195,济宁市,1472,谷亭镇
19,山东省,196,威海市,1473,荣城市
19,山东省,196,威海市,1474,乳山市
19,山东省,196,威海市,1475,环翠区
19,山东省,196,威海市,1476,文登市
19,山东省,197,东营市,1477,东营区
19,山东省,197,东营市,1478,广饶县
19,山东省,197,东营市,1479,利津县
19,山东省,197,东营市,1480,垦利县
19,山东省,198,荷泽市,1481,牡丹区
19,山东省,199,日照市,1482,东港区
19,山东省,199,日照市,1483,莒县
19,山东省,199,日照市,1484,五莲县
19,山东省,200,滨州市,1485,博兴县
19,山东省,200,滨州市,1486,邹平县
19,山东省,200,滨州市,1487,无棣县
19,山东省,200,滨州市,1488,滨城区
19,山东省,200,滨州市,1489,惠民县
19,山东省,200,滨州市,1490,沾化县
19,山东省,200,滨州市,1491,阳信县
19,山东省,200,滨州市,1492,富国镇
19,山东省,201,聊城市,1493,东昌府区
19,山东省,201,聊城市,1494,莘县
19,山东省,201,聊城市,1495,阳谷县
19,山东省,201,聊城市,1496,茌平县
19,山东省,201,聊城市,1497,临清市
19,山东省,201,聊城市,1498,冠县
19,山东省,201,聊城市,1499,高唐县
19,山东省,201,聊城市,1500,东阿县
19,山东省,201,聊城市,1501,铜城镇
19,山东省,202,德州市,1502,德城区
19,山东省,202,德州市,1503,武城县
19,山东省,202,德州市,1504,禹城市
19,山东省,202,德州市,1505,乐陵市
19,山东省,202,德州市,1506,夏津县
19,山东省,202,德州市,1507,临邑县
19,山东省,202,德州市,1508,平原县
19,山东省,202,德州市,1509,齐河县
19,山东省,202,德州市,1510,宁津县
19,山东省,202,德州市,1511,陵县
19,山东省,202,德州市,1512,庆云县
19,山东省,202,德州市,1513,晏城镇
19,山东省,203,枣庄市,1514,滕州市
19,山东省,203,枣庄市,1515,市中区
19,山东省,203,枣庄市,1516,薛城区
19,山东省,203,枣庄市,1517,山亭区
19,山东省,203,枣庄市,1518,峄城区
19,山东省,203,枣庄市,1519,台儿庄区
19,山东省,203,枣庄市,1520,韩庄
19,山东省,204,莱芜市,1521,莱城区
19,山东省,205,菏泽市,1522,菏泽市
20,四川省,206,成都市,1523,都江堰市
20,四川省,206,成都市,1524,温江区
20,四川省,206,成都市,1525,双流县
20,四川省,206,成都市,1526,金牛区
20,四川省,206,成都市,1527,郫县
20,四川省,206,成都市,1528,彭州市
20,四川省,206,成都市,1529,新都区
20,四川省,206,成都市,1530,崇州市
20,四川省,206,成都市,1531,锦江区
20,四川省,206,成都市,1532,大邑县
20,四川省,206,成都市,1533,邛崃市
20,四川省,206,成都市,1534,金堂县
20,四川省,206,成都市,1535,新津县
20,四川省,206,成都市,1536,蒲江县
20,四川省,206,成都市,1537,武侯区
20,四川省,206,成都市,1538,青羊区
20,四川省,206,成都市,1539,成华区
20,四川省,207,乐山市,1540,犍为县
20,四川省,207,乐山市,1541,夹江县
20,四川省,207,乐山市,1542,井研县
20,四川省,207,乐山市,1543,沐川县
20,四川省,207,乐山市,1544,峨边彝族自治县
20,四川省,207,乐山市,1545,马边彝族自治县
20,四川省,207,乐山市,1546,市中区
20,四川省,208,绵阳市,1547,三台县
20,四川省,208,绵阳市,1548,江油市
20,四川省,208,绵阳市,1549,涪城区
20,四川省,208,绵阳市,1550,盐亭县
20,四川省,208,绵阳市,1551,游仙区
20,四川省,208,绵阳市,1552,安县
20,四川省,208,绵阳市,1553,平武县
20,四川省,208,绵阳市,1554,梓潼县
20,四川省,208,绵阳市,1555,北川羌族自治县
20,四川省,209,广元市,1556,苍溪县
20,四川省,209,广元市,1557,剑阁县
20,四川省,209,广元市,1558,旺苍县
20,四川省,209,广元市,1559,青川县
20,四川省,209,广元市,1560,市中区
20,四川省,210,南充市,1561,南部县
20,四川省,210,南充市,1562,营山县
20,四川省,210,南充市,1563,顺庆区
20,四川省,210,南充市,1564,阆中市
20,四川省,210,南充市,1565,仪陇县
20,四川省,210,南充市,1566,西充县
20,四川省,210,南充市,1567,蓬安县
20,四川省,210,南充市,1568,高坪区
20,四川省,211,达州市,1569,宣汉县
20,四川省,211,达州市,1570,达县
20,四川省,211,达州市,1571,渠县
20,四川省,211,达州市,1572,大竹县
20,四川省,211,达州市,1573,通川区
20,四川省,211,达州市,1574,开江县
20,四川省,211,达州市,1575,万源市
20,四川省,212,德阳市,1576,旌阳区
20,四川省,212,德阳市,1577,中江县
20,四川省,212,德阳市,1578,广汉市
20,四川省,212,德阳市,1579,绵竹市
20,四川省,212,德阳市,1580,什邡市
20,四川省,213,攀枝花市,1581,东区
20,四川省,213,攀枝花市,1582,西区
20,四川省,213,攀枝花市,1583,米易县
20,四川省,213,攀枝花市,1584,盐边县
20,四川省,214,内江市,1585,资中县
20,四川省,214,内江市,1586,隆昌县
20,四川省,214,内江市,1587,威远县
20,四川省,214,内江市,1588,东兴区
20,四川省,214,内江市,1589,市中区
20,四川省,215,宜宾市,1590,宜宾县
20,四川省,215,宜宾市,1591,翠屏区
20,四川省,215,宜宾市,1592,筠连县
20,四川省,215,宜宾市,1593,长宁县
20,四川省,215,宜宾市,1594,江安县
20,四川省,215,宜宾市,1595,珙县
20,四川省,215,宜宾市,1596,南溪县
20,四川省,215,宜宾市,1597,高县
20,四川省,215,宜宾市,1598,兴文县
20,四川省,215,宜宾市,1599,屏山县
20,四川省,216,雅安市,1600,雨城区
20,四川省,216,雅安市,1601,名山县
20,四川省,216,雅安市,1602,石棉县
20,四川省,216,雅安市,1603,汉源县
20,四川省,216,雅安市,1604,天全县
20,四川省,216,雅安市,1605,荥经县
20,四川省,216,雅安市,1606,芦山县
20,四川省,216,雅安市,1607,宝兴县
20,四川省,217,凉山彝族自治州,1608,西昌市
20,四川省,217,凉山彝族自治州,1609,冕宁县
20,四川省,217,凉山彝族自治州,1610,会东县
20,四川省,217,凉山彝族自治州,1611,会理县
20,四川省,217,凉山彝族自治州,1612,盐源县
20,四川省,217,凉山彝族自治州,1613,德昌县
20,四川省,217,凉山彝族自治州,1614,雷波县
20,四川省,217,凉山彝族自治州,1615,越西县
20,四川省,217,凉山彝族自治州,1616,宁南县
20,四川省,217,凉山彝族自治州,1617,木里藏族自治县
20,四川省,217,凉山彝族自治州,1618,甘洛县
20,四川省,217,凉山彝族自治州,1619,昭觉县
20,四川省,217,凉山彝族自治州,1620,美姑县
20,四川省,217,凉山彝族自治州,1621,金阳县
20,四川省,217,凉山彝族自治州,1622,普格县
20,四川省,217,凉山彝族自治州,1623,喜德县
20,四川省,217,凉山彝族自治州,1624,布拖县
20,四川省,218,遂宁市,1625,射洪县
20,四川省,218,遂宁市,1626,蓬溪县
20,四川省,219,眉山市,1627,仁寿县
20,四川省,219,眉山市,1628,东坡区
20,四川省,219,眉山市,1629,彭山县
20,四川省,219,眉山市,1630,洪雅县
20,四川省,219,眉山市,1631,丹棱县
20,四川省,219,眉山市,1632,青神县
20,四川省,220,泸州市,1633,泸县
20,四川省,220,泸州市,1634,江阳区
20,四川省,220,泸州市,1635,古蔺县
20,四川省,220,泸州市,1636,合江县
20,四川省,220,泸州市,1637,叙永县
20,四川省,220,泸州市,1638,纳溪区
20,四川省,220,泸州市,1639,龙马潭区
20,四川省,221,巴中市,1640,通江县
20,四川省,221,巴中市,1641,巴州区
20,四川省,221,巴中市,1642,平昌县
20,四川省,221,巴中市,1643,南江县
20,四川省,222,自贡市,1644,富顺县
20,四川省,222,自贡市,1645,自流井区
20,四川省,222,自贡市,1646,荣县
20,四川省,222,自贡市,1647,大安区
20,四川省,222,自贡市,1648,贡井区
20,四川省,223,资阳市,1649,安岳县
20,四川省,223,资阳市,1650,简阳市
20,四川省,223,资阳市,1651,雁江区
20,四川省,223,资阳市,1652,乐至县
20,四川省,224,阿坝藏族羌族自治州,1653,九寨沟县
20,四川省,224,阿坝藏族羌族自治州,1654,松潘县
20,四川省,224,阿坝藏族羌族自治州,1655,汶川县
20,四川省,224,阿坝藏族羌族自治州,1656,阿坝县
20,四川省,224,阿坝藏族羌族自治州,1657,马尔康县
20,四川省,224,阿坝藏族羌族自治州,1658,茂县
20,四川省,224,阿坝藏族羌族自治州,1659,小金县
20,四川省,224,阿坝藏族羌族自治州,1660,理县
20,四川省,224,阿坝藏族羌族自治州,1661,若尔盖县
20,四川省,224,阿坝藏族羌族自治州,1662,红原县
20,四川省,224,阿坝藏族羌族自治州,1663,黑水县
20,四川省,224,阿坝藏族羌族自治州,1664,金川县
20,四川省,224,阿坝藏族羌族自治州,1665,壤塘县
20,四川省,225,广安市,1666,广安区
20,四川省,225,广安市,1667,邻水县
20,四川省,225,广安市,1668,岳池县
20,四川省,225,广安市,1669,武胜县
20,四川省,225,广安市,1670,华蓥市
20,四川省,226,甘孜藏族自治州,1671,康定县
20,四川省,226,甘孜藏族自治州,1672,泸定县
20,四川省,226,甘孜藏族自治州,1673,丹巴县
20,四川省,226,甘孜藏族自治州,1674,甘孜县
20,四川省,226,甘孜藏族自治州,1675,稻城县
20,四川省,226,甘孜藏族自治州,1676,色达县
20,四川省,226,甘孜藏族自治州,1677,九龙县
20,四川省,226,甘孜藏族自治州,1678,巴塘县
20,四川省,226,甘孜藏族自治州,1679,德格县
20,四川省,226,甘孜藏族自治州,1680,道孚县
20,四川省,226,甘孜藏族自治州,1681,理塘县
20,四川省,226,甘孜藏族自治州,1682,雅江县
20,四川省,226,甘孜藏族自治州,1683,石渠县
20,四川省,226,甘孜藏族自治州,1684,白玉县
20,四川省,226,甘孜藏族自治州,1685,炉霍县
20,四川省,226,甘孜藏族自治州,1686,得荣县
20,四川省,226,甘孜藏族自治州,1687,新龙县
20,四川省,226,甘孜藏族自治州,1688,乡城县
21,西藏,227,拉萨市,1689,墨竹工卡县
21,西藏,227,拉萨市,1690,堆龙德庆县
21,西藏,227,拉萨市,1691,曲水县
21,西藏,227,拉萨市,1692,当雄县
21,西藏,227,拉萨市,1693,达孜县
21,西藏,227,拉萨市,1694,尼木县
21,西藏,227,拉萨市,1695,林周县
21,西藏,227,拉萨市,1696,城关区
21,西藏,228,日喀则地区,1697,日喀则市
21,西藏,228,日喀则地区,1698,亚东县
21,西藏,228,日喀则地区,1699,定日县
21,西藏,228,日喀则地区,1700,聂拉木县
21,西藏,228,日喀则地区,1701,江孜县
21,西藏,228,日喀则地区,1702,定结县
21,西藏,228,日喀则地区,1703,拉孜县
21,西藏,228,日喀则地区,1704,南木林县
21,西藏,228,日喀则地区,1705,谢通门县
21,西藏,228,日喀则地区,1706,康马县
21,西藏,228,日喀则地区,1707,仁布县
21,西藏,228,日喀则地区,1708,昂仁县
21,西藏,228,日喀则地区,1709,萨迦县
21,西藏,228,日喀则地区,1710,萨嘎县
21,西藏,228,日喀则地区,1711,仲巴县
21,西藏,228,日喀则地区,1712,白朗县
21,西藏,228,日喀则地区,1713,岗巴县
21,西藏,228,日喀则地区,1714,吉隆县
21,西藏,229,林芝地区,1715,八一镇
21,西藏,229,林芝地区,1716,察隅县
21,西藏,229,林芝地区,1717,波密县
21,西藏,229,林芝地区,1718,米林县
21,西藏,229,林芝地区,1719,林芝县
21,西藏,229,林芝地区,1720,工布江达县
21,西藏,229,林芝地区,1721,泽当镇
21,西藏,229,林芝地区,1722,朗县
21,西藏,230,阿里地区,1723,狮泉河
21,西藏,230,阿里地区,1724,普兰县
21,西藏,230,阿里地区,1725,日土县
21,西藏,230,阿里地区,1726,札达县
21,西藏,230,阿里地区,1727,噶尔县
21,西藏,230,阿里地区,1728,改则县
21,西藏,230,阿里地区,1729,革吉县
21,西藏,230,阿里地区,1730,措勤县
21,西藏,231,那曲地区,1731,那曲县
21,西藏,231,那曲地区,1732,安多县
21,西藏,231,那曲地区,1733,比如县
21,西藏,231,那曲地区,1734,班戈县
21,西藏,231,那曲地区,1735,索县
21,西藏,231,那曲地区,1736,巴青县
21,西藏,231,那曲地区,1737,嘉黎县
21,西藏,231,那曲地区,1738,申扎县
21,西藏,231,那曲地区,1739,聂荣县
21,西藏,232,昌都地区,1740,昌都县
21,西藏,232,昌都地区,1741,芒康县
21,西藏,232,昌都地区,1742,八宿县
21,西藏,232,昌都地区,1743,江达县
21,西藏,232,昌都地区,1744,贡觉县
21,西藏,232,昌都地区,1745,类乌齐县
21,西藏,232,昌都地区,1746,左贡县
21,西藏,232,昌都地区,1747,洛隆县
21,西藏,232,昌都地区,1748,察雅县
21,西藏,232,昌都地区,1749,丁青县
21,西藏,232,昌都地区,1750,边坝县
21,西藏,233,山南地区,1751,错那县
21,西藏,233,山南地区,1752,乃东县
21,西藏,233,山南地区,1753,贡嘎县
21,西藏,233,山南地区,1754,隆子县
21,西藏,233,山南地区,1755,扎囊县
21,西藏,233,山南地区,1756,曲松县
21,西藏,233,山南地区,1757,洛扎县
21,西藏,233,山南地区,1758,加查县
21,西藏,233,山南地区,1759,浪卡子县
21,西藏,233,山南地区,1760,琼结县
21,西藏,233,山南地区,1761,措美县
22,云南省,234,昆明市,1762,官渡区
22,云南省,234,昆明市,1763,西山区
22,云南省,234,昆明市,1764,东川区
22,云南省,234,昆明市,1765,呈贡县
22,云南省,234,昆明市,1766,宜良县
22,云南省,234,昆明市,1767,石林彝族自治县
22,云南省,234,昆明市,1768,安宁市
22,云南省,234,昆明市,1769,嵩明县
22,云南省,234,昆明市,1770,禄劝彝族苗族自治县
22,云南省,234,昆明市,1771,寻甸回族彝族自治县
